con,n_pro_viv,n_ren,ent,eda,zona,emp_ppal,ing7c,rama,ingocup
60020,268,1,10,49,2,2,2,5,6450
50053,154,1,30,64,2,1,1,2,1000
40179,5,1,25,58,2,1,1,4,5375
60026,163,1,27,62,2,1,1,6,4128
40007,137,1,4,59,2,1,2,4,6450
40086,122,3,4,54,2,2,2,4,8600
40151,47,2,7,51,2,1,1,4,860
41149,144,1,30,29,2,1,2,1,7310
60019,64,1,25,49,2,1,2,6,6450
60023,324,1,18,40,2,1,2,2,8600
40380,161,1,26,41,2,2,2,4,7740
60004,110,1,3,86,2,1,1,4,1200
41356,80,2,5,36,2,1,1,3,2322
40572,30,1,19,66,2,1,3,4,12900
40302,49,3,23,19,2,1,1,4,860
40358,47,2,11,57,2,1,1,4,4730
50096,236,1,6,76,2,1,1,4,860
50007,169,1,27,29,2,1,4,4,25800
40105,9,4,32,27,2,2,2,3,7000
40535,54,3,9,43,2,1,2,3,7500
60013,142,3,25,36,2,2,2,6,7740
50108,59,1,28,53,2,1,2,6,10320
22340,207,1,22,58,2,1,2,4,9460
40282,116,2,4,29,2,1,2,4,8600
40100,134,2,32,29,2,1,2,4,7000
40353,51,3,7,24,2,1,1,1,5160
40103,36,2,31,60,2,1,1,3,3440
41367,89,3,2,20,1,2,1,2,6450
40329,61,3,10,28,2,1,1,4,4300
60002,100,1,29,47,2,1,1,4,2150
40160,40,1,8,31,2,2,3,2,12900
60018,236,1,22,33,2,1,2,1,10750
41311,177,1,4,38,2,2,4,4,21500
40272,2,4,18,16,2,1,1,4,2580
40407,1,1,26,47,2,2,5,4,48000
50022,267,1,13,37,2,1,1,2,2150
50022,157,1,31,40,2,1,1,6,5418
40077,125,2,12,29,2,1,1,4,860
50005,283,1,27,44,2,2,2,3,8000
50133,32,1,23,45,2,2,2,4,6880
41364,69,3,8,40,1,2,1,2,8600
50057,217,1,12,64,2,1,2,6,6450
40172,100,2,10,34,2,2,2,3,6450
40293,82,3,27,19,2,2,3,3,13760
60021,50,3,10,20,2,1,2,1,7740
50057,25,5,20,23,2,1,2,1,7740
40216,116,1,5,48,2,2,3,3,17200
40134,85,4,16,39,2,2,2,1,8600
40279,153,1,4,39,2,1,2,4,10320
50008,190,3,29,18,2,1,1,1,5160
50039,78,3,4,20,2,2,2,2,6450
40059,14,6,2,39,1,1,2,4,10000
60001,18,5,31,23,2,2,2,1,7740
40289,4,1,32,34,2,1,1,4,3870
41307,69,2,28,40,1,2,1,2,9116
40580,60,1,11,57,2,2,3,2,15050
41418,38,3,28,24,1,1,1,4,1720
40026,52,1,6,33,2,1,5,1,43000
50011,13,2,31,37,2,1,3,2,12900
50092,182,4,25,21,2,1,1,4,5160
50008,27,6,19,28,2,2,2,4,6450
40280,42,1,13,37,2,2,2,4,9000
40220,17,1,8,57,2,2,2,2,10750
40093,73,2,4,35,2,2,3,4,17000
40598,105,1,14,50,2,2,3,3,12900
40315,52,3,4,61,2,1,1,2,6020
41067,42,1,5,48,2,1,1,3,1500
40133,158,1,27,29,2,2,2,3,7600
40175,69,1,3,53,2,1,3,1,12900
40064,37,1,22,44,2,2,2,2,7310
50185,88,1,28,34,1,2,2,1,9890
40223,46,1,18,32,2,1,3,4,12900
40278,102,3,4,31,2,1,2,4,7600
50016,255,1,30,57,2,2,1,4,1500
50005,161,1,23,53,2,1,1,4,3000
40042,14,2,6,49,2,1,2,4,8600
60023,123,1,16,67,2,1,2,1,6450
50203,260,1,2,58,1,1,1,4,5160
60010,39,1,5,34,2,2,2,2,9890
50025,231,3,12,35,2,1,1,3,2150
60034,200,1,30,66,2,1,2,6,7000
50039,64,3,4,26,2,1,1,4,4730
40353,11,1,4,36,2,2,1,4,6000
50040,39,3,21,28,2,2,1,4,6000
60030,265,2,27,24,2,1,1,6,1935
40134,22,2,7,21,2,1,2,1,6450
50062,185,6,10,23,2,2,2,6,7740
50012,114,2,14,36,2,2,2,4,6400
41367,159,3,15,20,2,1,1,1,5160
40138,93,3,28,24,2,1,1,4,4300
40191,93,1,24,54,2,1,1,3,4300
40152,25,1,13,55,2,2,4,4,22000
50052,136,1,20,32,2,1,1,6,3870
50036,288,2,22,48,2,1,2,4,6450
40421,80,5,19,29,2,1,4,4,25800
60020,246,1,4,55,2,1,3,6,12500
50121,21,1,30,25,2,2,4,4,20000
50004,9,2,18,17,2,1,1,3,4300
40064,86,1,11,43,2,2,2,2,8600
50028,81,8,3,21,2,2,3,4,12900
60013,13,3,14,24,2,2,1,2,5160
41262,95,2,5,41,2,1,1,4,4300
50107,117,3,23,29,2,1,1,4,6000
40210,80,1,25,52,2,1,3,4,15480
41309,90,2,7,34,2,1,3,4,12900
60019,59,3,10,33,2,2,1,2,5375
40226,63,2,18,40,2,1,2,4,10320
50060,55,1,16,64,2,1,1,2,3440
40390,39,3,27,35,2,1,2,4,10000
50029,263,2,19,51,2,1,1,7,3440
50013,29,3,11,28,2,2,2,3,6450
40417,18,3,26,26,2,2,2,4,10000
40278,26,1,8,48,2,1,3,4,12900
40345,79,1,13,46,2,2,2,4,10000
41083,18,2,2,45,1,2,2,3,10750
40245,87,3,5,24,2,2,2,2,10750
40083,138,1,6,43,2,1,2,1,7500
50040,72,1,24,35,2,1,3,4,12900
40297,71,3,18,20,2,1,2,3,6400
50056,1,2,5,50,1,1,1,4,3440
41326,87,1,5,33,2,1,2,2,12040
60032,34,2,22,38,2,1,2,1,6450
40153,44,4,24,49,2,2,2,4,10000
40100,5,5,12,23,2,1,1,4,4300
50015,22,1,25,50,2,2,4,2,19350
40004,66,1,12,74,2,2,3,4,12900
50048,28,1,5,50,2,1,2,3,8600
40216,93,3,10,19,2,1,1,4,4300
60015,189,1,28,64,2,2,1,6,4167
50084,143,3,5,40,1,1,1,1,6450
50111,179,3,7,20,2,1,1,4,5160
40293,15,1,1,64,2,1,1,4,2150
40464,66,2,21,54,2,1,1,4,1935
40301,3,3,6,18,2,1,1,3,4300
60030,191,2,32,19,2,2,1,2,5590
50009,180,6,15,67,2,2,1,4,4400
40313,102,3,8,19,2,1,1,4,5160
41105,116,3,28,41,1,2,1,2,7289
40429,30,1,14,75,2,1,2,3,12000
50004,111,2,26,42,2,2,4,4,30100
40211,61,1,6,54,2,1,2,4,10000
50036,21,2,12,30,2,1,1,4,5160
40242,64,1,32,66,2,1,1,3,1800
41226,55,3,15,52,2,1,2,4,9000
60012,72,3,8,14,2,1,1,6,1290
40167,115,1,29,48,2,1,2,2,6880
50103,31,3,30,15,2,1,1,4,4300
50053,262,3,16,24,2,2,1,2,5160
40283,18,3,3,39,2,1,2,4,7740
40009,124,7,5,21,2,2,2,2,11398
40465,66,1,21,48,2,2,1,4,6000
40022,72,1,11,35,2,1,2,2,8000
40243,98,2,2,27,1,2,2,4,14000
50003,22,2,15,48,2,2,3,4,13600
40109,2,2,16,49,2,1,1,4,2580
50084,320,2,23,36,2,2,1,3,3000
60012,80,2,4,42,2,2,2,4,7000
41285,117,1,7,48,2,2,3,4,13800
22334,253,1,16,28,2,1,1,4,1200
40106,34,1,4,40,2,1,1,3,3096
40373,37,1,9,50,2,2,2,4,7000
50013,244,1,6,54,2,1,1,4,5160
50063,7,2,4,27,2,2,5,3,150000
41328,108,2,2,26,1,1,1,4,8600
50095,253,1,4,48,2,1,2,4,7310
40340,56,1,3,32,2,2,5,4,36000
40400,59,2,24,31,2,1,1,4,1720
40463,61,2,14,20,2,2,1,1,6000
60033,130,3,18,43,2,1,1,6,6020
60013,201,3,29,21,2,1,1,2,4300
40198,17,3,12,45,2,1,2,4,9000
50004,157,1,16,42,2,1,1,6,3440
40097,245,2,7,24,2,2,2,4,7000
40293,99,2,24,25,2,2,2,2,10000
40556,8,4,19,22,2,2,2,2,6500
40244,99,2,1,56,2,1,2,1,6450
40114,52,5,27,31,2,2,4,4,28000
40168,35,2,11,63,2,1,1,3,6020
50034,6,1,12,55,2,1,3,2,12900
40079,84,1,7,52,2,1,1,4,5160
41090,56,3,2,34,1,2,2,2,9460
40035,131,4,27,26,2,1,2,4,7740
40348,15,4,25,14,2,1,1,4,1720
41004,92,3,10,32,2,1,1,4,5160
41195,65,1,8,35,1,1,3,4,20000
40058,65,1,1,43,2,2,2,4,10200
40105,88,1,23,66,2,1,2,3,6450
40183,106,1,24,40,2,2,2,2,7740
40355,100,2,21,58,2,2,2,4,8600
40136,119,1,22,46,2,2,2,2,8600
40420,34,3,27,22,2,2,1,4,5000
40019,8,3,28,25,2,2,2,4,10320
41281,51,2,5,47,2,2,1,2,3940
40415,53,1,32,39,2,2,2,2,8600
40090,82,1,5,51,2,2,2,2,7740
40105,13,2,14,28,2,2,2,3,7310
60014,93,1,12,49,2,1,1,3,2150
60028,188,1,11,37,2,2,1,6,4300
40052,31,1,24,30,2,2,4,3,21500
50006,441,2,6,17,2,1,2,3,6450
40045,8,1,25,55,2,2,2,3,6400
41083,15,3,7,19,2,1,1,3,3225
50033,208,1,16,58,2,2,2,3,10750
40238,55,1,3,48,2,1,2,4,8000
60032,152,5,27,24,2,2,2,3,6880
60023,102,1,25,65,2,1,3,1,14620
40119,58,2,9,28,2,2,1,4,4400
40014,72,2,8,24,2,2,2,3,8600
60008,182,1,28,45,2,1,1,1,5160
40209,41,1,17,45,2,1,1,1,1290
50058,362,3,11,18,2,1,1,4,2150
41198,110,1,7,25,2,2,2,4,10000
40251,23,1,10,50,2,1,2,1,8600
40200,65,1,23,25,2,2,2,4,9200
40307,114,2,10,68,2,1,2,4,9030
50052,368,2,16,52,2,1,1,3,5160
40249,19,4,14,23,2,1,2,4,8600
40140,48,1,19,40,2,1,1,4,5160
40571,42,1,21,68,2,1,2,4,7740
50043,10,1,24,79,2,1,1,4,1000
40401,73,1,8,43,2,2,2,4,12000
60029,71,3,11,29,2,2,2,2,8000
40381,93,2,16,69,2,2,1,4,6000
40137,63,4,26,28,2,2,2,2,6450
40294,82,2,5,18,2,2,1,3,5504
40182,74,1,5,53,2,2,2,4,8000
50008,239,1,1,27,2,1,1,1,6000
41276,163,1,30,37,2,1,1,3,4300
50025,149,1,19,32,2,2,2,2,8240
40569,91,1,21,32,2,2,2,4,10750
40213,335,2,9,50,2,2,2,4,10000
40145,89,2,21,42,2,2,4,4,26000
41210,42,2,28,49,1,1,1,4,8600
40449,40,3,14,22,2,2,1,4,6020
60013,115,1,6,73,2,1,1,6,1000
40184,65,2,6,38,2,1,1,4,2580
40354,84,3,27,19,2,1,1,4,1290
60024,187,2,29,50,2,2,1,2,5590
40171,107,4,13,31,2,2,2,4,12000
60008,14,2,4,18,2,1,1,4,4300
40560,44,1,19,29,2,1,2,4,8000
40036,42,2,23,37,2,1,1,4,2580
40572,74,4,21,16,2,1,1,3,2795
41009,68,5,28,43,1,2,1,4,8600
4667,27,1,9,67,2,1,1,2,2150
40063,69,1,10,52,2,1,3,2,17200
50080,228,1,11,38,2,1,2,3,7310
40325,29,1,19,29,2,1,3,4,14000
50095,319,3,5,30,2,1,1,2,3010
50022,31,2,6,18,2,1,1,4,860
60003,21,3,10,22,2,1,1,2,3010
50056,36,2,26,26,2,2,2,2,7740
40122,159,3,2,23,1,2,2,2,15050
41373,110,1,2,47,1,2,2,2,15000
50069,65,3,23,27,2,2,2,4,6450
60013,29,1,18,59,2,1,2,6,6450
40246,112,1,3,37,2,1,3,1,15050
41036,59,3,28,23,1,1,2,4,9890
42025,3,2,30,25,2,1,1,4,6000
40267,123,4,27,34,2,2,1,3,6000
60001,9,1,17,35,2,1,2,2,8600
40046,39,1,18,70,2,1,2,3,10000
40301,64,1,4,49,2,2,2,4,8000
40471,95,2,19,17,2,2,1,4,5160
40130,42,2,27,42,2,1,2,2,8600
40390,56,1,10,70,2,2,4,4,24000
40128,171,1,1,37,2,2,3,4,14000
50002,88,1,27,52,2,1,2,6,6450
60010,102,2,23,36,2,1,2,1,10320
41030,84,3,10,17,2,1,1,4,1075
40204,2,2,6,27,2,1,2,3,6450
41137,49,1,4,62,2,1,1,4,6000
60022,244,1,10,34,2,1,2,6,12040
40295,140,1,16,44,2,2,3,4,12900
40135,48,1,4,41,2,2,2,3,6450
50218,118,1,28,52,1,2,2,4,11200
40397,21,5,1,20,2,2,1,2,5160
60003,172,7,4,25,2,1,2,3,6450
40063,108,6,25,18,2,1,1,4,1720
40093,115,2,10,40,2,1,2,3,7000
41386,100,3,4,23,2,1,2,4,8600
40005,28,1,24,55,2,2,2,3,6710
40220,115,2,10,24,2,1,2,4,8170
42280,119,2,30,54,2,1,1,4,688
60001,271,3,20,22,2,1,1,3,1935
50037,176,2,27,40,2,1,2,1,6450
50040,232,2,18,42,2,2,3,4,15500
40190,96,1,31,46,2,1,1,3,1290
40193,18,1,22,44,2,1,1,4,5160
50049,40,1,21,51,2,1,2,2,8600
41059,34,1,4,67,2,2,2,3,9000
41242,99,1,4,50,2,2,3,1,14000
41047,28,1,8,54,1,1,1,4,8600
60007,214,2,4,23,2,1,1,4,3440
50042,189,3,22,33,2,2,2,4,10750
41039,101,4,7,21,2,2,2,2,6600
40041,42,3,11,17,2,1,2,2,6450
40367,2,3,19,23,2,1,2,3,8600
40224,194,1,13,52,2,1,2,6,8000
40075,114,5,10,32,2,1,1,3,5160
40207,86,1,29,48,2,1,2,2,7740
40078,16,1,1,53,2,1,3,3,12900
60006,98,2,12,18,2,1,1,3,860
50203,9,2,8,53,2,2,3,5,13760
40194,230,1,5,37,2,2,3,2,15040
40208,31,4,15,31,2,1,1,2,4000
50021,132,3,31,18,2,1,1,3,2000
50021,296,1,3,47,2,2,2,3,6450
50015,1,2,4,32,2,1,2,3,6450
40030,80,5,25,21,2,1,2,4,7740
60027,99,2,12,35,2,1,1,2,1000
40061,64,3,9,40,2,1,1,4,3440
50029,207,2,6,51,2,1,1,4,1290
40314,69,1,29,64,2,1,1,4,1720
40171,43,1,29,48,2,1,1,2,5590
41410,24,1,4,58,2,2,2,4,9000
60038,37,2,20,24,2,2,1,4,6200
41274,66,2,2,34,1,2,2,2,10000
40213,75,1,2,49,1,2,1,2,8600
60036,85,2,24,33,2,1,1,4,3870
40045,19,3,2,23,1,2,2,2,9460
40282,103,3,12,28,2,1,2,1,7740
50004,221,1,18,25,2,1,2,2,10750
40072,18,1,25,47,2,2,1,3,5000
60029,244,1,32,46,2,1,2,1,10750
40030,305,2,24,34,2,2,3,4,14000
40054,179,2,18,47,2,2,2,3,6450
41271,26,1,2,44,1,2,1,4,9000
50018,116,1,22,48,2,2,2,4,8000
50066,7,2,6,26,2,1,2,4,8600
40123,87,2,32,47,2,2,4,4,24000
40386,46,1,5,31,2,2,2,2,6450
41009,148,5,15,25,2,1,1,3,6000
50023,233,1,3,40,2,2,2,4,8600
50040,68,1,8,39,2,1,2,6,8600
40086,79,1,32,44,2,1,1,4,6000
40284,44,2,6,60,2,1,1,4,3440
60010,59,1,24,46,2,1,2,2,6450
50031,64,1,19,54,2,1,1,4,4300
60025,176,1,30,54,2,1,1,6,3000
50009,6,1,13,57,2,1,2,3,7310
40465,14,2,21,35,2,2,2,2,6450
40467,39,2,14,31,2,1,2,4,10750
42356,110,1,30,38,2,2,3,2,15050
40398,138,1,10,58,2,2,1,3,5200
50009,64,1,1,35,2,2,2,2,8600
41250,124,4,7,24,2,1,1,3,2580
50083,96,2,6,55,2,1,1,4,5200
41198,6,7,8,16,1,1,1,4,5160
50076,178,4,2,32,1,2,1,2,7710
50028,181,2,3,43,2,1,1,4,3440
40085,73,2,15,59,2,1,1,2,3200
40154,41,2,31,42,2,1,1,4,5160
40128,102,6,31,43,2,1,1,3,2580
50001,123,1,18,65,2,1,2,3,7310
41401,78,2,4,47,2,2,3,4,16000
60007,266,2,5,53,2,1,1,2,3010
22312,10,4,12,22,2,1,1,2,4300
50011,176,1,3,42,2,2,3,3,12800
50034,221,3,14,25,2,2,2,6,7740
40299,56,2,6,37,2,1,3,4,15000
50052,121,1,6,45,2,1,3,4,12900
40490,13,1,19,54,2,2,4,2,22400
40374,85,3,31,26,2,1,2,3,9000
41349,153,1,4,39,2,1,1,3,2150
41334,22,4,8,54,1,2,1,4,6020
60009,95,4,14,22,2,1,1,1,5160
40097,54,1,20,71,2,1,1,2,1500
60029,39,1,13,23,2,1,1,6,3870
50011,75,2,31,39,2,2,2,4,12000
50010,104,1,29,54,2,1,1,4,3225
40300,19,2,4,25,2,2,1,2,5000
22360,207,1,17,66,2,2,2,4,6400
40357,20,1,32,52,2,1,1,2,1505
40063,254,4,2,47,1,2,2,2,12040
22301,6,1,6,49,2,1,2,6,7740
40314,18,1,31,59,2,2,1,2,6000
50079,197,2,30,28,2,1,1,6,1290
50033,252,2,2,42,1,1,1,4,4300
40026,30,1,29,26,2,2,1,2,5160
60020,158,1,27,47,2,1,1,6,1290
40336,54,3,32,18,2,1,2,4,6450
40072,163,1,15,50,2,2,2,2,12000
50069,18,3,7,20,2,1,1,2,3870
40175,73,2,23,41,2,1,1,4,1720
40390,55,1,2,52,1,2,1,2,8600
41184,9,4,2,22,1,1,1,4,5805
50103,35,4,2,24,1,2,2,2,12900
40335,91,1,5,33,2,2,2,2,11180
40248,84,5,2,67,1,1,1,2,6450
40358,30,4,24,20,2,1,1,4,2000
40016,57,3,18,27,2,2,3,4,14000
42191,90,3,30,51,2,2,2,2,8000
50037,123,1,6,39,2,2,3,3,12900
60008,273,3,30,31,2,2,3,4,12900
40214,53,3,19,29,2,2,2,2,8514
50002,24,1,1,64,2,1,1,2,2580
41298,336,1,15,38,2,1,2,3,8600
50021,85,8,15,43,2,2,1,2,6200
40072,104,3,26,22,2,1,1,4,2580
40363,106,1,22,30,2,2,4,2,22000
50028,223,2,11,40,2,1,1,4,6000
50186,112,7,2,33,1,1,2,1,12900
60026,43,1,18,61,2,1,2,6,9030
50112,111,2,5,22,2,1,1,4,4300
40085,80,2,31,32,2,2,3,4,12800
41244,83,1,5,49,2,2,2,3,8000
50015,27,3,29,61,2,1,1,2,2000
40073,77,1,7,47,2,2,3,4,18000
60030,56,4,22,31,2,2,2,4,8000
50001,71,2,28,41,1,2,1,4,8000
40029,1,4,26,24,2,2,2,2,9890
41175,60,1,4,35,2,2,3,1,16000
50027,57,2,15,24,2,2,2,2,11180
40243,30,3,32,36,2,1,1,2,4300
40479,57,3,19,41,2,1,3,4,12900
60026,239,3,20,18,2,1,2,3,6450
40374,23,3,5,20,2,2,2,2,8600
50022,148,1,11,55,2,1,1,2,5590
40171,31,2,24,21,2,1,1,4,1290
50052,49,1,32,42,2,1,2,4,6450
40532,90,2,11,29,2,2,1,3,5590
40098,135,1,15,47,2,2,3,4,17000
50004,179,2,1,33,2,2,4,2,20640
50108,109,3,28,50,2,1,1,1,2064
40395,3,2,1,49,2,1,1,4,1720
40242,61,1,7,32,2,2,3,1,16000
41388,53,2,28,25,1,2,1,3,9000
40320,106,2,14,63,2,1,1,3,4300
40296,71,1,10,23,2,2,2,3,7740
50021,195,2,1,38,2,2,2,2,6450
50127,185,1,8,26,2,2,1,4,6000
40342,36,1,19,39,2,2,4,4,21500
40021,73,2,2,35,1,2,2,2,12900
40565,32,4,19,14,2,1,2,4,8600
60008,218,1,5,27,2,2,3,4,12540
60005,167,2,29,37,2,1,1,4,3440
50045,101,2,20,26,2,1,1,3,1290
50021,16,3,25,21,2,1,1,1,4300
50003,228,4,31,39,2,2,2,2,8105
40340,102,2,9,31,2,2,4,4,30000
40288,3,2,24,51,2,2,1,2,4730
40320,59,1,15,31,2,2,2,2,6450
50089,165,2,30,48,2,1,1,4,1500
40148,29,1,19,30,2,1,5,2,77400
41180,135,2,10,34,2,2,2,4,11000
50034,21,2,17,65,2,1,1,6,3010
40326,107,1,26,68,2,2,2,4,8000
40382,130,3,5,20,2,2,1,4,6000
41331,63,1,7,58,2,2,1,3,5000
40460,152,3,21,22,2,1,1,3,4300
40050,113,5,29,14,2,1,1,2,3010
40210,121,2,10,25,2,2,1,4,5000
40318,98,1,31,42,2,2,2,4,6500
50097,197,1,26,31,2,2,1,2,6000
40380,31,2,6,55,2,1,1,4,860
40144,17,1,18,48,2,1,1,2,4300
40206,115,1,31,60,2,2,2,4,12000
50066,298,2,6,20,2,2,2,2,6450
41271,1,3,2,23,1,2,2,1,10750
41130,35,1,30,71,2,1,1,4,3010
50034,208,2,30,42,2,1,1,4,2580
40051,161,2,6,21,2,2,2,4,7740
40377,108,2,5,28,2,2,3,4,17200
40233,2,1,28,55,2,2,1,4,6000
41208,12,4,7,30,2,1,1,3,3870
40161,160,2,23,54,2,2,2,3,12000
40011,84,1,29,51,2,1,1,4,5160
40089,96,1,15,34,2,1,2,4,6880
41154,134,2,5,44,2,2,1,3,5590
50062,65,1,16,35,2,1,2,1,9890
41121,29,3,28,24,1,2,2,3,9600
41218,119,4,28,48,1,2,1,2,8600
60006,145,3,17,19,2,1,2,4,8600
60015,169,2,18,24,2,2,2,4,7600
60023,364,1,4,29,2,2,2,2,6300
40243,98,1,2,28,1,2,2,4,14000
40362,23,1,32,38,2,1,3,4,16000
40247,74,2,13,48,2,1,2,1,7740
50047,46,3,14,24,2,2,1,2,5160
40051,94,1,25,40,2,2,2,3,8600
50020,295,3,27,21,2,1,2,2,6880
40171,89,1,4,37,2,2,3,4,18000
40297,71,1,1,41,2,2,2,3,10750
50136,51,3,5,19,2,1,2,2,6880
60021,175,1,16,26,2,2,1,6,5000
60026,212,2,13,42,2,1,1,2,5590
50019,182,2,15,38,2,1,1,2,3440
41083,106,1,5,23,2,2,2,2,6923
40036,45,2,25,29,2,2,2,4,12000
60019,286,3,27,28,2,2,3,1,12470
50016,164,4,29,25,2,1,1,4,5160
40343,117,1,28,69,2,1,2,1,7740
60008,9,3,11,23,2,2,2,4,9460
50032,46,1,18,63,2,1,3,1,15050
50006,27,1,25,86,2,2,4,3,30000
40404,122,7,24,25,2,2,2,2,6450
40334,101,1,1,54,2,1,3,1,15050
40406,108,2,19,45,2,2,3,2,12900
40294,42,1,28,59,2,2,2,2,9890
40278,53,2,27,64,2,1,1,3,2100
40367,90,1,31,34,2,2,3,4,17000
60007,15,3,26,32,2,2,1,4,5000
40434,118,1,11,42,2,2,3,2,12900
50082,94,1,6,49,2,1,3,6,17200
50029,25,3,16,32,2,1,1,3,3010
40079,77,2,17,24,2,1,1,4,2150
40124,96,1,13,36,2,2,3,4,16000
41066,15,3,7,54,2,2,2,4,6400
40101,29,2,8,37,2,2,2,4,8000
40187,101,4,26,18,2,1,1,4,1720
50052,299,5,21,22,2,1,2,4,6450
2011,215,3,26,30,2,1,4,6,21070
60008,234,1,6,37,2,2,2,4,9890
50036,192,1,12,58,2,1,4,1,19350
41403,57,2,7,36,2,1,1,3,1290
50016,70,1,7,57,2,1,1,3,3870
50041,176,2,18,35,2,2,3,4,12900
40524,91,1,14,66,2,1,1,4,6000
40345,89,2,5,24,2,2,2,2,10200
40139,60,2,12,40,2,1,1,4,4644
40371,46,1,21,63,2,1,1,4,4300
41050,64,1,10,54,2,2,2,3,8170
40013,11,2,10,37,2,1,1,3,6020
40341,79,2,10,56,2,1,2,3,8600
40574,72,3,11,14,2,1,1,2,3225
50150,72,2,5,45,2,2,2,6,8600
60014,89,1,4,40,2,1,1,6,2000
41382,126,2,5,55,2,2,2,4,10750
40283,7,1,32,78,2,1,1,1,1505
40410,98,2,24,63,2,2,2,3,7740
50033,66,1,7,61,2,1,1,3,4300
41081,145,1,30,20,2,2,1,3,6000
50018,109,3,3,20,2,1,1,4,5000
40385,66,5,11,16,2,1,1,4,5590
40361,209,1,31,36,2,1,4,4,25800
50003,137,4,14,21,2,2,2,2,6450
40199,24,2,24,40,2,1,2,4,7740
40150,84,2,8,68,2,1,4,4,30000
40351,141,4,20,17,2,1,1,4,3000
40071,35,1,25,55,2,2,2,4,10000
60015,28,1,13,58,2,2,2,6,9000
60008,61,4,25,54,2,1,2,6,12000
60006,336,2,8,36,1,1,1,6,7740
40144,26,1,26,42,2,2,4,3,21500
40195,62,1,10,42,2,1,1,4,6020
40118,122,2,26,41,2,2,2,2,7310
40077,65,1,1,40,2,2,3,4,15000
41147,115,1,30,68,2,2,2,4,7200
50008,109,2,3,65,2,1,1,4,1720
50112,332,1,7,57,2,1,1,6,583
41263,297,1,8,31,1,2,2,2,15050
40403,75,2,11,48,2,2,1,2,6020
50152,121,1,5,27,1,2,1,2,9242
40084,75,2,26,35,2,2,1,3,6000
40157,71,3,32,24,2,2,2,4,8000
40507,192,2,11,46,2,1,2,4,8000
50067,12,1,5,32,2,2,2,2,6751
60015,328,2,15,35,2,1,2,3,7740
41352,59,1,4,51,2,2,2,4,9500
41119,39,1,2,64,1,1,1,4,3870
40036,77,1,6,40,2,2,4,4,24000
40189,72,4,26,65,2,2,3,2,16340
50020,92,1,23,36,2,2,2,4,8600
40171,71,2,18,21,2,1,1,4,2580
60024,37,1,7,40,2,1,1,6,2333
60018,97,1,27,48,2,1,3,1,12900
40351,17,1,28,57,2,2,2,2,6450
